Time since start in ms ,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
285427,1.073,-1.686,8.016
285488,1.686,-0.747,8.648
285548,1.887,-1.178,9.385
285608,2.308,-1.274,9.481
285667,2.557,-1.551,9.28
285727,2.164,-1.149,8.964
285787,2.26,-1.302,9.452
285848,2.002,-1.312,10.142
285907,1.858,-1.226,10.927
285967,1.456,-1.762,10.209
286027,1.465,-1.475,9.491
286087,1.781,-1.638,8.801
286147,1.8,-1.216,9.749
286208,2.021,-1.255,9.644
286267,2.174,-1.628,9.797
286327,2.212,-0.852,9.347
286387,2.097,-0.958,9.5
286447,1.408,-0.766,10.391
286507,2.184,-1.274,9.912
286568,1.944,-1.398,9.491
286627,1.695,-1.369,9.701
286687,1.427,-0.9,10.094
286748,2.337,-0.575,9.558
286808,2.634,0.144,9.366
286868,2.184,-0.153,10.065
286927,2.088,-0.144,10.084
286987,1.647,-0.498,8.361
287047,1.772,-0.632,8.169
287107,1.293,-0.622,8.667
287168,1.264,0.105,8.753
287228,1.331,0.651,9.663
287287,1.829,0.871,9.969
287348,2.011,1.178,9.644
287408,1.666,1.226,9.165
287467,1.063,1.523,9.845
287528,0.488,1.666,9.72
287587,0.555,2.385,9.692
287647,0.0,2.509,9.002
287707,0.22,2.835,8.677
287767,0.01,2.701,9.835
287838,0.479,2.461,10.353
287908,0.69,2.921,9.826
287968,0.967,3.266,9.357
288028,1.226,3.792,9.213
288088,0.881,3.4,10.362
288147,1.082,3.314,9.778
288208,0.594,3.227,9.558
288267,0.517,2.72,9.816
288328,0.077,3.103,7.681
288383,0.077,3.572,8.83
288387,0.029,3.572,8.83
288448,-0.086,2.959,9.759
288508,-0.105,4.348,10.18
288568,-0.603,3.4,9.874
288627,-0.278,2.969,10.678
288687,-0.029,2.844,10.228
288747,0.46,3.151,7.269
288807,-1.446,2.94,8.045
288867,-0.766,3.639,9.835
288928,-1.599,3.965,8.715
288987,-0.871,4.185,10.046
289048,-0.833,4.329,8.715
289108,-0.192,3.448,10.429
289168,-0.594,2.749,9.51
289228,0.412,3.112,10.841
289288,-0.795,3.122,9.127
289347,-1.312,3.572,9.529
289408,-0.871,4.128,10.056
289468,-1.628,4.635,8.964
289528,-1.053,4.223,9.539
289587,-0.891,4.415,9.337
289647,-0.862,3.486,10.285
289707,-0.326,3.745,10.515
289768,-1.13,4.357,8.906
289843,-0.986,4.348,8.801
289907,-0.757,4.108,8.59
289968,-0.69,3.821,9.797
290023,-0.69,3.381,10.343
290028,-0.68,3.381,10.343
290088,-0.9,3.476,9.586
290147,-1.465,3.955,8.811
290208,-1.188,3.572,10.42
290268,-0.632,3.582,11.119
290327,-1.188,4.003,10.142
290387,-0.508,4.07,9.835
290447,-1.101,4.099,8.734
290508,-1.092,3.984,8.581
290568,-1.168,3.764,9.519
290628,-0.709,4.137,9.471
290688,-1.207,3.888,10.247
290742,-1.207,3.888,9.692
290747,-1.168,3.572,9.692
290811,-1.14,3.697,10.602
290867,-0.498,3.323,9.922
290927,-1.235,3.505,10.142
290987,-1.293,3.649,9.711
291048,-0.91,3.438,8.897
291108,-1.36,3.189,9.529
291167,-1.542,2.94,9.787
291228,-1.245,2.729,8.677
291287,-1.216,2.097,7.719
291348,-1.341,1.714,9.136
291407,-1.523,1.839,9.261
291467,-1.58,1.437,9.031
291527,-1.906,1.255,8.6
291589,-1.542,1.417,9.184
291647,-0.718,1.379,9.749
291707,-0.718,1.073,9.74
291762,-0.718,1.523,10.046
291767,-1.389,1.523,10.046
291827,-1.513,0.642,10.87
291887,-0.891,-0.105,10.305
291948,-1.427,0.105,10.87
292007,-1.657,0.584,9.912
292067,-1.8,0.182,10.285
292128,-0.192,0.488,10.889
292187,-1.35,0.421,10.525
292248,-1.791,-0.163,10.649
292307,-1.944,-0.105,8.59
292367,-1.81,-0.431,8.351
292428,-1.551,0.871,7.681
292487,-1.465,0.441,9.06
292547,-1.149,0.46,9.759
292607,0.096,-0.057,9.855
292668,-1.082,-0.699,10.621
292728,-0.488,-0.134,9.481
292787,-1.906,0.632,10.86
292847,-1.724,0.594,9.098
292908,-0.852,0.23,9.165
292968,-1.657,-0.077,10.314
293028,-1.666,0.326,9.931
293088,-1.551,0.144,9.72
293148,-1.092,0.584,9.376
293207,-1.465,0.077,9.203
293267,-1.877,0.939,8.284
293327,-1.168,0.172,9.242
293388,-1.561,0.077,9.606
293448,-1.475,-0.354,10.036
293503,-0.402,0.565,10.812
293567,-1.523,0.057,10.458
293627,-1.283,-0.431,9.041
293687,-1.207,-0.134,9.376
293747,-1.676,-0.115,9.117
293803,-1.628,0.373,8.485
293867,-1.513,-0.306,8.475
293927,-0.785,0.134,9.778
293987,-1.053,0.077,10.324
294048,-0.747,0.211,10.391
294107,-1.437,-0.488,10.64
294167,-1.322,-0.383,10.697
294223,-1.322,0.029,10.946
294228,-0.986,0.029,10.946
294283,-0.986,-0.259,9.807
294288,-1.283,-0.259,9.807
294348,-1.398,0.048,10.218
294407,-0.737,-0.029,9.673
294468,-1.389,0.172,9.941
294528,-1.724,0.354,9.299
294588,-1.733,-0.115,8.993
294647,-1.101,-0.019,9.098
294703,-1.36,0.048,9.232
294768,-1.149,0.038,9.96
294832,-1.264,0.134,10.391
294907,-1.178,0.268,10.19
294967,-1.695,0.354,9.539
295027,-1.561,0.201,9.95
295087,-1.417,0.46,10.238
295143,-1.006,0.096,9.586
295203,-1.14,0.134,9.414
295267,-0.958,0.105,9.902
295327,-0.939,0.441,9.041
295388,-0.929,-0.163,9.404
295447,-0.891,0.297,9.06
295508,-1.255,-0.067,9.27
295563,-1.034,0.0,9.462
295628,-1.274,0.287,9.05
295688,-1.092,0.278,9.922
295746,-1.188,0.268,10.582
295806,-1.063,0.479,10.487
295868,-1.207,-0.038,8.945
295928,-1.379,0.182,10.199
295987,-1.101,0.766,9.644
296048,-0.871,0.134,10.238
296107,-1.437,-0.01,9.701
296168,-1.312,0.172,10.582
296228,-1.628,-0.01,10.649
296288,-0.441,0.383,9.73
296347,-1.437,0.192,10.008
296408,-1.245,0.172,8.926
296468,-0.747,0.373,9.222
296523,-1.188,0.297,9.855
296587,-0.939,0.412,10.333
296643,-1.111,-0.105,9.855
296708,-1.092,-0.124,10.171
296768,-1.235,0.393,9.127
296830,-1.226,-0.105,9.443
296888,-0.68,-0.584,10.285
296948,-0.182,0.134,8.523
297008,-0.622,0.057,9.424
297067,-0.958,-0.01,9.261
297127,-0.986,-0.421,10.228
297188,-0.67,-0.115,10.218
297248,-0.833,0.124,10.094
297308,-1.475,0.115,9.098
297367,-0.373,0.105,8.686
297423,-0.373,-0.096,10.161
297427,-0.326,-0.096,10.161
297488,-0.383,0.297,9.491
297547,0.326,0.086,10.084
297608,-0.077,0.316,9.912
297663,0.115,0.144,10.745
297728,-0.412,-0.239,10.515
297787,0.163,-0.144,10.4
297843,0.259,0.153,9.826
297908,0.776,0.182,10.372
297968,0.431,0.172,10.19
298028,0.335,-0.077,9.625
298087,0.479,0.057,9.682
298148,1.015,0.134,8.686
298202,1.015,-0.345,9.184
298207,0.757,-0.345,9.184
298267,0.373,-0.45,10.084
298327,0.201,-0.038,9.471
298388,0.613,-0.134,9.088
298448,0.546,-0.316,11.291
298507,0.737,-0.067,8.475
298568,0.67,-0.086,10.86
298627,0.268,0.268,10.506
298687,0.871,0.153,8.954
298747,0.402,-0.105,8.294
298807,0.335,0.115,9.424
298868,0.517,0.134,9.759
298928,0.91,0.383,10.937
298984,1.551,-0.048,9.74
299048,-0.096,-0.728,10.036
299108,-0.201,0.201,9.893
299167,0.402,0.144,9.261
299228,0.919,-0.153,8.6
299288,0.852,0.153,9.155
299348,0.488,0.029,9.826
299408,0.393,0.192,9.108
299468,0.345,0.096,9.29
299528,0.364,0.019,9.778
299583,0.364,0.019,10.132
299587,0.594,-0.517,10.132
299648,1.188,-0.766,9.136
299708,0.565,-0.622,9.27
299767,1.149,-0.488,9.079
299833,0.584,-0.718,11.004
299887,0.833,-0.488,9.74
299948,0.594,-0.881,10.075
300008,0.67,-0.747,9.539
300067,0.766,-0.709,9.376
300127,0.91,-0.68,10.017
300188,0.479,-0.364,9.596
300248,0.986,-0.594,8.926
300307,1.006,-0.287,9.577
300368,0.967,-0.278,9.74
300428,0.402,-0.766,8.935
300487,0.881,-0.642,10.171
300547,0.804,-1.207,9.452
300607,0.958,-0.862,10.506
300667,0.824,-1.034,10.027
300727,1.341,-1.389,9.845
300787,0.795,-1.561,11.042
300848,0.661,-1.839,10.621
300908,0.833,-1.523,9.5
300968,0.469,-1.379,11.607
301028,0.603,-1.475,10.362
301087,0.584,-1.034,9.366
301148,0.939,-0.862,10.266
301207,0.278,-1.053,10.228
301267,0.977,-1.073,9.088
301327,0.479,-1.302,10.104
301387,0.9,-1.312,8.648
301443,0.498,-2.088,10.238
301507,0.46,-2.04,9.242
301567,0.249,-1.408,9.577
301627,0.967,-1.963,10.534
301688,0.555,-1.657,10.592
301747,0.182,-1.848,8.552
301808,0.268,-1.705,10.046
301867,0.728,-1.532,8.504
301927,0.46,-2.298,10.563
301988,1.188,-1.839,10.036
302048,0.852,-1.513,11.243
302108,1.149,-2.03,9.701
302168,0.584,-1.571,8.887
302228,-0.019,-1.13,11.281
302288,0.603,-1.475,8.361
302348,0.737,-1.188,10.841
302407,1.159,-1.408,8.456
302468,1.168,-1.781,9.816
302527,0.919,-1.111,8.179
302587,0.46,-1.111,11.08
302643,0.939,-1.14,8.322
302703,0.939,-1.446,9.816
302707,0.402,-1.446,9.816
302763,0.402,-1.504,10.851
302767,0.431,-1.504,10.851
302834,1.887,-0.871,9.29
302888,2.03,-0.613,8.878
302948,1.408,-0.431,9.682
303008,0.603,-0.824,9.5
303067,0.843,-0.278,11.483
303127,1.8,-0.508,8.686
303187,2.203,-0.326,10.669
303247,1.322,-0.383,10.18
303308,1.925,-0.048,11.214
303367,1.944,0.115,9.357
303423,1.551,-0.182,10.362
303487,1.59,-0.048,10.937
303543,1.781,0.067,9.673
303608,1.772,0.115,10.017
303667,1.618,0.163,10.898
303728,1.312,0.115,9.213
303783,1.791,0.134,9.041
303848,1.542,0.144,9.787
303903,1.954,0.498,9.05
303967,1.417,0.488,10.803
304027,1.494,0.862,9.73
304087,2.318,0.498,9.079
304147,2.002,0.124,9.098
304208,1.475,-0.057,9.797
304267,2.078,-0.105,10.18
304327,1.456,0.124,11.023
304387,1.159,0.105,10.621
304448,1.58,0.393,10.094
304508,1.417,0.402,9.931
304567,1.839,0.335,9.299
304627,1.743,0.661,9.644
304688,1.322,0.306,9.663
304743,1.839,0.757,9.136
304809,1.992,0.67,9.385
304863,1.781,0.737,9.998
304928,1.666,0.814,9.653
304987,1.791,0.661,10.285
305047,1.858,0.622,9.213
305108,1.82,0.814,9.95
305167,1.944,0.69,9.108
305227,1.839,0.69,9.28
305287,2.145,0.431,9.692
305348,2.021,0.421,9.807
305407,1.733,0.239,9.002
305468,1.935,-0.019,9.941
305523,2.27,-0.096,10.171
305587,2.193,0.316,9.491
305647,1.973,0.105,10.448
305708,2.567,-0.115,9.941
305763,2.174,0.326,9.539
305828,2.03,0.498,9.27
305887,2.145,0.613,9.797
305947,2.892,0.297,9.577
306003,2.298,0.316,9.155
306068,2.471,0.182,9.979
306127,2.375,0.239,9.998
306187,2.691,-0.048,10.736
306247,2.26,0.45,9.625
306308,2.423,0.01,9.577
306368,2.739,0.163,10.295
306427,2.701,0.239,9.893
306487,2.528,0.594,10.027
306543,2.528,0.46,9.682
306547,2.231,0.46,9.682
306603,2.48,0.345,10.123
306667,2.825,0.124,9.864
306723,2.586,0.287,9.644
306783,2.816,-0.038,9.787
306847,2.624,0.479,9.625
306907,2.48,0.029,9.998
306968,3.007,-0.105,9.855
307028,2.863,0.335,9.127
307083,2.921,0.038,9.146
307143,2.461,-0.038,9.357
307207,2.854,-0.144,9.778
307268,3.256,0.211,9.443
307327,3.352,0.019,9.893
307388,3.093,-0.201,9.874
307447,2.921,-0.316,9.845
307507,2.902,0.163,9.222
307567,3.026,-0.038,9.701
307628,3.103,0.086,9.385
307688,3.716,-0.086,10.056
307748,3.658,-0.086,10.123
307809,3.428,0.153,10.381
307868,3.151,0.287,9.519
307928,3.17,-0.488,9.615
307987,3.304,-0.153,9.184
308048,3.256,-0.249,10.688
308108,3.266,0.192,9.749
308167,3.218,0.594,9.845
308223,3.218,0.594,9.807
308227,3.543,0.46,9.807
308287,3.591,0.383,9.222
308348,3.591,0.163,9.979
308408,3.553,0.259,10.075
308468,2.768,0.565,9.577
308523,2.768,0.402,10.036
308527,2.404,0.402,10.036
308587,2.107,0.316,9.768
308647,1.8,0.412,9.816
308707,1.686,0.326,9.816
308767,1.695,0.364,10.056
308838,1.647,0.527,9.184
308907,1.858,0.613,9.74
308968,1.666,0.661,9.73
309028,1.638,0.584,10.132
309087,1.724,0.632,9.395
309147,1.35,0.69,9.596
309207,1.35,0.297,9.759
309263,1.35,0.393,10.745
309267,1.561,0.393,10.745
309328,1.58,0.642,9.634
309383,1.178,0.795,9.577
309443,1.178,0.431,9.807
309447,1.13,0.431,9.807
309507,1.044,0.498,10.113
309563,1.044,0.709,9.443
309567,0.881,0.709,9.443
309628,0.824,0.393,9.893
309688,0.661,0.517,10.343
309748,0.709,0.642,9.318
309816,0.546,0.498,9.787
309868,0.613,0.469,9.941
309927,0.709,0.536,9.529
309988,0.527,0.431,9.845
310047,0.421,0.536,10.343
310107,0.259,0.527,9.539
310167,0.019,0.46,9.749
310228,-0.144,0.249,9.95
310287,-0.393,0.316,9.318
310348,-0.613,0.268,9.874
310407,-0.613,0.0,9.95
310467,-0.575,0.105,9.471
310528,-0.785,0.086,9.366
310587,-0.766,-0.029,10.084
310648,-0.69,-0.134,9.969
310708,-0.824,-0.172,10.238
310763,-0.469,-0.096,9.625
310824,-0.527,-0.067,9.165
310887,-0.594,-0.134,9.711
310947,-0.632,-0.297,10.142
311008,-0.412,-0.249,9.797
311067,-0.469,-0.259,9.529
311127,-0.469,-0.287,10.218
311188,-0.364,-0.479,9.979
311248,-0.316,-0.383,9.471
311307,-0.287,-0.441,9.883
311367,-0.316,-0.824,9.759
311428,-0.287,-1.14,9.079
311488,-0.469,-0.804,9.404
311547,-0.067,0.259,10.429
311603,0.441,1.437,10.448
311667,0.728,1.743,11.004
311728,0.211,0.622,10.353
311787,-0.335,-0.469,9.491
311847,-0.086,-1.178,9.108
311907,0.048,-1.073,9.05
311967,0.268,-1.101,9.826
312028,0.393,-0.871,9.931
312087,0.23,-0.402,9.299
312147,0.134,-0.211,10.065
312208,-0.096,-0.431,9.912
312268,0.01,-0.45,9.548
312327,-0.46,0.268,8.169
312388,-0.45,-0.843,9.807
312448,0.441,-2.03,11.521
312503,0.441,-2.231,10.42
312507,1.101,-2.231,10.42
312567,0.766,-2.212,10.285
312627,0.575,-1.628,9.663
312685,0.421,-0.929,9.548
312747,-0.153,-0.68,9.194
312808,-0.517,-0.268,9.96
312868,-0.23,-0.345,9.596
312923,-0.747,0.0,10.324
312987,-1.034,-0.555,9.922
313048,-0.479,-1.906,9.749
313108,-0.546,-2.136,10.151
313167,0.019,-2.203,9.012
313227,-0.192,-1.915,9.95
313288,-0.441,-0.555,9.299
313347,-0.326,-1.274,9.471
313407,-2.586,-1.504,10.889
313467,-0.958,-0.163,10.295
313528,-1.408,-0.239,10.697
313587,-1.063,0.527,9.883
313648,-0.948,0.0,9.06
313707,-1.053,-0.967,9.443
313767,-0.555,-1.504,9.146
313828,-1.053,-1.159,9.845
313887,-0.958,-1.302,9.376
313948,-0.919,-0.728,8.782
314007,-1.437,-0.057,9.385
314067,-1.13,0.077,9.29
314127,-1.14,0.192,9.491
314187,-0.661,-0.297,9.816
314248,-0.268,-0.594,9.759
314303,-0.278,-1.973,9.835
314367,0.354,-1.006,9.577
314427,-0.038,-0.69,8.159
314487,-0.536,-0.22,9.021
314547,-0.986,0.029,9.462
314603,-1.302,-0.067,9.586
314667,-1.35,-0.096,9.855
314727,-0.469,0.364,9.586
314787,-1.657,0.527,9.539
314847,-1.695,-0.163,10.19
314907,-1.341,-0.929,8.964
314967,-1.628,-0.785,9.701
315027,-1.571,-1.561,8.667
315087,-2.04,-1.159,9.165
315143,-2.04,-1.274,9.586
315147,-1.35,-1.274,9.586
315207,-0.536,-0.929,8.428
315267,-0.335,-1.293,9.251
315327,-0.441,-1.523,10.305
315388,-0.536,-1.015,9.127
315448,-0.824,-0.766,10.228
315508,-0.105,-0.785,9.539
315567,0.124,-0.239,9.644
315627,-0.316,0.622,10.056
315688,0.192,-0.9,10.544
315748,-0.259,-0.603,11.119
315803,-0.699,-1.197,10.228
315868,-0.919,-0.632,10.285
315927,-1.082,0.029,9.222
315988,-1.312,0.948,11.722
316047,0.182,1.935,10.783
316107,-0.431,-0.124,11.09
316167,-0.709,-0.153,10.793
316228,-0.919,0.211,9.989
316287,-0.871,0.737,9.529
316347,0.642,0.306,9.673
316407,0.115,0.929,8.744
316468,1.178,-0.259,10.602
316527,0.134,-0.268,10.879
316588,-0.249,0.345,9.012
316648,-0.22,0.498,8.868
316707,-0.259,1.015,8.887
316767,-0.306,0.067,8.868
316828,0.297,0.373,9.203
316887,0.057,0.824,8.744
316947,0.891,0.642,8.868
317008,0.124,-0.029,9.098
317068,0.086,0.9,8.006
317128,-0.766,1.006,8.926
317187,-0.163,0.431,11.885
317247,0.776,0.68,9.041
317307,0.546,0.335,10.266
317367,0.134,0.086,11.617
317428,0.441,-0.661,12.038
317487,0.239,0.153,11.799
317548,0.565,0.326,10.123
317608,0.239,-0.086,10.477
317667,0.843,-1.551,8.753
317728,0.891,-0.699,11.32
317788,0.603,1.255,10.496
317847,0.038,1.063,9.337
317908,1.178,0.651,7.527
317967,0.699,2.03,5.899
318027,0.096,0.555,5.737
318088,-0.488,-0.124,9.452
318147,-0.067,-0.144,10.075
318203,-0.144,1.025,9.653
318268,-0.335,-0.105,9.385
318327,0.345,0.354,10.678
318388,0.804,0.383,9.213
318448,-0.172,-0.287,8.466
318507,0.249,-0.546,9.424
318568,0.814,-0.728,9.309
318627,-0.335,0.594,9.529
318687,1.197,1.149,8.926
318747,0.891,1.561,9.72
318808,1.369,-0.565,10.381
318867,1.111,0.077,9.998
318928,1.408,-0.306,9.021
318988,0.182,0.373,9.51
319047,-0.239,0.546,8.437
319107,-0.45,0.488,8.15
319168,0.096,-0.804,6.464
319227,1.101,-0.804,10.889
319287,2.586,-0.134,12.622
319347,1.302,0.259,10.86
319407,-0.22,-2.04,8.447
319468,0.967,0.326,10.295
319527,0.862,1.13,9.653
319587,0.785,-0.144,7.556
319647,0.182,1.293,10.669
319707,0.192,-0.766,9.893
319768,1.12,0.881,9.069
319827,1.695,0.45,9.989
319887,1.599,0.373,10.573
319949,1.274,1.609,9.462
320003,1.618,0.91,9.941
320068,1.609,1.484,8.552
320123,1.484,0.508,10.611
320187,0.575,1.188,10.554
320247,-0.01,-0.728,11.157
320308,0.527,-0.172,8.523
320367,1.034,0.67,7.556
320428,0.728,0.326,8.313
320487,0.364,-0.373,10.161
320547,-0.029,0.0,10.381
320607,2.097,-0.096,10.803
320668,3.496,-1.59,13.053
320728,2.844,-1.111,8.954
320787,1.733,-0.9,10.458
320847,1.188,0.172,8.322
320907,1.523,0.517,9.625
320967,3.62,0.249,10.295
321028,1.264,-0.335,8.629
321087,1.101,-1.111,8.926
321148,0.584,-1.465,9.711
321207,1.571,-0.517,9.519
321267,1.982,-0.441,8.897
321328,1.379,-0.699,8.102
321387,1.456,-0.939,9.414
321447,0.967,-2.203,8.207
321507,1.063,0.019,9.261
321568,1.954,-0.383,9.979
321628,1.427,-0.718,9.251
321687,1.829,-1.044,9.28
321747,1.053,-1.322,10.381
321807,1.657,-1.753,10.305
321868,1.82,-1.015,11.262
321927,0.9,-0.661,10.285
321987,1.858,0.153,9.644
322048,1.551,-0.546,9.203
322103,1.551,-0.986,8.945
322107,2.452,-0.986,8.945
322167,1.456,-0.862,9.28
322228,1.484,-1.293,11.463
322287,1.925,-1.417,10.362
322347,1.858,-0.393,10.487
322403,1.006,-0.45,10.142
322468,0.881,-0.383,9.357
322527,0.824,-0.642,9.653
322588,0.517,-1.532,8.792
322648,1.877,-1.456,9.385
322708,1.216,-0.737,10.649
322767,1.312,-0.977,9.51
322838,1.954,-0.9,9.529
322907,1.14,-2.011,9.855
322968,1.772,-1.963,9.088
323023,0.603,-2.385,6.493
323087,1.628,-0.192,8.696
323147,2.231,0.278,9.883
323208,2.423,-0.23,9.893
323267,1.063,0.479,9.634
323323,1.063,-2.289,8.179
323328,1.59,-2.289,8.179
323387,2.758,-2.825,10.238
323447,1.686,0.163,10.975
323508,1.341,-0.077,10.793
323567,1.235,-1.781,8.696
323627,0.986,-1.762,9.242
323688,1.283,-0.776,8.14
323743,1.733,-0.153,8.016
323815,1.006,-0.134,10.036
323868,1.389,-1.523,8.744
323927,1.226,-0.038,8.993
323988,2.279,2.95,10.151
324047,0.345,0.354,13.024
324107,2.911,-2.701,11.387
324168,3.505,-1.034,12.364
324228,3.208,-1.571,11.463
324288,3.39,0.115,8.236
324348,-1.149,3.716,11.31
324407,0.91,1.12,8.552
324467,2.547,1.504,8.83
324527,2.145,0.795,10.142
324588,1.197,-1.13,8.638
324647,1.887,-1.839,10.372
324707,2.279,-1.188,10.937
324767,1.695,-0.852,8.629
324826,2.452,0.239,8.064
324888,2.749,0.603,9.069
324948,2.547,0.421,9.96
325008,2.327,-0.785,9.041
325063,2.346,-0.69,9.194
325128,1.226,0.278,9.041
325187,1.513,-0.105,8.763
325247,1.647,-0.239,10.4
325307,2.184,0.431,11.042
325368,1.982,0.632,9.021
325428,1.618,0.326,10.985
325487,2.021,0.192,10.027
325547,1.302,1.312,7.872
325608,2.49,0.527,9.682
325668,1.427,-0.201,10.783
325727,0.939,0.134,10.745
325787,0.986,-0.594,9.912
325848,0.441,0.172,9.845
325903,0.594,0.383,8.313
325967,0.469,0.891,9.969
326028,0.383,0.594,10.142
326088,-0.057,-0.048,8.897
326147,0.699,0.259,8.466
326208,0.45,-0.105,11.032
326263,1.427,-0.163,9.845
326327,0.603,-0.622,10.745
326383,-0.067,-1.494,10.63
326448,0.354,-0.967,9.28
326507,0.01,1.638,7.106
326567,0.421,-0.211,9.692
326623,0.421,-2.289,11.569
326627,1.475,-2.289,11.569
326687,-0.517,-1.082,10.937
326747,0.795,0.124,10.276
326808,0.728,0.316,8.485
326867,-0.354,0.728,7.451
326928,2.184,1.35,10.736
326987,2.26,-1.149,9.261
327047,2.059,-0.211,9.586
327107,1.207,-0.182,12.201
327168,0.91,-0.22,7.949
327227,1.753,-0.891,6.053
327288,-0.479,0.919,11.186
327348,0.565,1.599,8.935
327403,0.565,0.287,11.138
327408,1.216,0.287,11.138
327467,1.101,-1.207,11.272
327527,1.925,-0.249,11.521
327587,2.231,0.01,12.421
327648,0.91,-0.517,10.697
327708,1.647,-0.431,10.238
327767,0.603,0.431,10.755
327836,1.178,0.479,8.083
327903,0.096,0.402,8.514
327968,1.829,0.259,9.127
328028,2.538,0.69,9.807
328088,1.456,0.019,9.031
328147,1.858,-1.504,10.927
328207,2.538,0.287,10.898
328267,2.174,0.69,8.887
328327,2.069,0.0,11.09
328387,1.264,1.264,8.945
328448,1.705,-0.172,8.772
328507,1.906,-1.8,11.693
328568,1.494,-0.785,10.822
328627,2.653,-0.048,9.835
328688,2.365,0.124,9.883
328748,3.61,-0.316,13.111
328807,1.753,0.249,9.807
328868,1.724,0.192,8.906
328923,2.184,0.029,8.581
328983,2.26,1.178,8.169
329047,1.733,0.306,9.222
329108,-3.869,-0.249,12.277
329168,2.308,-1.59,10.985
329228,1.561,-1.063,9.778
329287,1.8,0.144,8.849
329348,1.111,0.115,7.977
329407,1.513,0.46,8.648
329468,2.998,0.373,8.811
329527,1.092,0.057,9.979
329587,0.67,-1.848,8.045
329647,1.073,-0.441,10.64
329708,1.781,0.278,10.008
329763,1.781,0.038,9.27
329767,1.235,0.038,9.27
329827,1.714,0.958,9.242
329887,1.417,-0.115,9.175
329948,2.825,-0.709,9.491
330008,1.293,-1.408,7.173
330067,1.887,-0.584,10.908
330128,2.126,-0.124,9.328
330187,2.021,0.661,9.108
330248,3.17,-0.057,9.175
330307,-0.038,1.207,11.243
330368,1.245,-0.651,13.312
330428,2.634,-1.178,12.622
330487,2.682,-2.126,10.295
330548,3.831,-1.015,11.061
330608,1.992,-1.437,10.975
330663,1.992,1.207,8.868
330668,0.661,1.207,8.868
330728,1.446,-0.134,9.222
330788,0.134,-0.163,10.42
330848,1.982,-0.565,9.682
330908,4.013,-1.36,8.581
330968,1.255,-1.12,12.105
331027,2.854,-0.249,7.278
331088,2.059,-0.469,9.855
331147,2.184,-0.9,8.629
331207,3.141,-0.373,10.266
331267,2.931,-0.153,10.171
331328,1.676,-0.479,10.611
331387,1.686,-1.101,8.571
331447,1.427,-1.456,9.577
331507,1.322,-1.695,11.722
331567,3.697,-1.264,10.171
331628,2.385,-0.124,9.701
331687,1.35,0.316,10.18
331747,1.226,-0.469,11.186
331807,1.867,-0.728,8.207
331867,3.208,-1.226,9.404
331928,3.486,-1.58,13.848
331988,0.737,-0.46,6.493
332048,0.364,-0.986,7.049
332107,1.006,-1.235,9.615
332168,1.379,-1.743,11.042
332227,1.456,-1.724,10.688
332287,2.289,-1.216,8.562
332347,1.322,-1.235,13.091
332407,3.524,-0.776,8.284
332463,3.524,-1.935,9.586
332467,1.484,-1.935,9.586
332523,2.701,-1.638,9.5
332588,1.743,-0.057,10.151
332647,1.245,-0.967,10.027
332707,2.126,-0.345,9.347
332763,1.494,-1.437,9.404
332830,1.896,-0.354,9.548
332888,1.743,-2.385,9.586
332947,1.657,-1.82,9.213
333007,1.973,-1.666,8.389
333067,2.164,-0.977,9.586
333127,2.71,-0.737,10.353
333187,2.461,-0.268,9.452
333247,2.586,0.364,10.851
333308,2.691,-1.082,11.626
333367,2.959,-1.475,10.477
333427,2.116,-1.896,9.883
333487,1.81,-1.944,8.849
333548,1.714,-2.729,10.228
333607,1.149,0.632,8.313
333668,1.331,-0.096,9.041
333727,2.614,-1.408,10.305
333788,2.729,-2.567,10.238
333843,2.768,-3.256,10.841
333907,2.279,-1.82,9.807
333968,1.283,-1.8,9.127
334028,2.95,-1.992,10.075
334088,1.58,1.168,8.37
334148,1.82,-1.341,10.774
334208,1.35,-1.475,9.922
334268,0.785,-2.318,11.502
334328,1.073,-3.448,9.749
334388,1.101,-2.71,10.132
334447,-0.565,-2.94,11.53
334508,1.283,-1.283,10.084
334567,1.015,-1.063,10.755
334628,1.484,0.996,10.046
334683,0.766,-0.364,8.868
334747,1.015,-0.766,10.027
334813,1.398,-2.461,9.826
334883,1.762,-2.528,9.347
334947,1.504,-1.887,8.935
335008,1.178,-1.676,9.357
335067,1.034,-1.762,9.902
335128,2.442,-0.958,11.119
335183,0.0,-2.308,8.964
335247,0.345,0.383,8.638
335307,0.335,-0.996,9.347
335368,0.441,-0.757,10.477
335427,0.249,-1.551,11.377
335487,0.546,-1.963,10.726
335548,0.852,-2.423,10.199
335607,0.68,-1.858,9.28
335667,0.029,-1.887,8.897
335727,1.781,-1.542,9.012
335787,0.69,-1.848,9.969
335847,1.159,-1.733,10.477
335907,1.322,-1.523,9.471
335967,1.398,-1.925,9.337
336027,1.073,-1.618,9.625
336088,1.111,-1.839,8.926
336147,1.915,-1.676,10.094
336207,2.097,-2.337,9.251
336267,1.638,-2.049,10.075
336327,1.264,-2.03,11.741
336383,1.264,-1.944,9.692
336387,1.925,-1.944,9.692
336448,1.35,-1.408,9.261
336503,1.293,-1.13,9.519
336567,1.35,-1.389,10.812
336628,2.337,-1.475,9.539
336687,2.126,-1.111,10.353
