Time since start in ms ,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
182347,-0.105,-2.298,11.128
182407,0.67,-1.954,10.429
182467,1.178,-2.145,11.186
182528,0.68,-2.002,10.046
182588,0.594,-2.145,8.993
182643,0.594,-2.145,11.368
182647,0.115,-1.762,11.368
182707,-0.23,-1.408,10.41
182767,0.431,-1.676,10.448
182832,0.488,-1.322,9.165
182888,0.354,-1.618,9.73
182943,0.824,-1.063,9.232
183007,0.622,-0.651,9.27
183067,0.23,-0.958,9.807
183127,0.757,-0.814,8.198
183187,0.163,-0.891,9.452
183248,0.919,-0.661,10.132
183307,0.517,-0.354,10.592
183367,0.306,-0.105,11.147
183423,0.306,-0.115,10.324
183427,0.527,-0.115,10.324
183487,0.728,0.096,10.333
183547,0.508,-0.057,10.113
183608,0.441,-0.172,8.744
183667,0.852,-0.316,9.634
183727,0.565,-0.22,9.471
183788,0.412,0.077,10.822
183848,0.172,-0.115,10.582
183907,0.479,-0.086,8.38
183967,0.622,-0.067,9.395
184027,0.498,-0.508,9.433
184087,0.115,-0.086,9.711
184147,0.373,-0.163,10.084
184207,0.661,-0.201,9.759
184268,0.297,0.259,9.299
184327,0.613,-0.124,10.285
184388,0.249,-0.057,9.969
184447,-0.029,0.172,9.692
184503,-0.029,-0.163,9.644
184508,0.373,-0.163,9.644
184567,1.044,-0.278,10.151
184627,0.948,0.565,10.841
184687,0.297,-0.201,11.578
184747,0.393,-0.105,8.581
184807,1.149,-0.603,9.491
184868,1.935,0.077,9.797
184927,2.107,0.01,11.09
184987,0.785,-0.144,9.912
185048,0.843,-0.115,10.104
185107,0.412,-0.297,9.615
185168,0.929,-0.124,10.582
185227,1.417,-0.077,11.234
185287,2.155,-0.086,9.519
185343,1.513,0.421,10.515
185408,2.126,-0.115,10.285
185467,1.523,0.105,11.837
185523,1.523,-0.057,10.937
185528,2.088,-0.057,10.937
185588,2.509,-0.536,9.835
185648,2.471,0.124,10.046
185708,1.034,-0.192,9.184
185767,0.843,-0.881,9.27
185820,1.992,-1.006,11.013
185888,1.705,-1.235,10.084
185947,0.651,-1.044,6.886
186008,1.053,-0.393,9.203
186068,0.105,-1.101,7.786
186127,1.226,0.038,7.173
186187,1.915,-0.757,10.228
186247,2.854,-1.676,10.946
186307,1.58,0.172,9.347
186368,1.14,-0.287,12.804
186423,2.03,1.082,9.653
186488,2.634,0.354,9.874
186547,1.762,1.015,9.539
186607,1.657,1.178,8.351
186668,2.021,1.053,8.792
186727,1.618,1.417,9.586
186787,1.772,0.967,11.272
186847,0.958,0.651,8.859
186907,0.852,0.661,10.774
186963,2.107,0.594,11.042
187027,0.69,-0.488,9.06
187088,1.293,0.086,8.887
187147,1.389,-1.159,9.902
187207,1.389,-1.686,11.253
187263,1.839,-0.508,11.645
187327,0.728,0.527,13.091
187387,0.824,-0.172,12.325
187447,-1.312,-0.91,8.59
187508,1.274,-0.804,10.611
187563,1.274,-0.804,7.029
187568,1.523,0.038,7.029
187628,2.002,-0.259,8.954
187688,1.216,-0.766,9.883
187747,0.919,-0.326,11.138
187808,1.235,-0.192,11.55
187867,1.877,-0.527,10.094
187927,0.814,0.0,9.462
187987,1.14,-0.479,9.644
188047,1.465,-0.048,9.644
188107,1.963,-0.68,7.776
188167,0.632,-0.622,10.774
188228,2.145,-1.12,9.922
188288,1.283,-0.814,9.883
188348,1.666,-0.306,9.893
188407,1.781,-0.153,8.667
188468,1.551,-0.584,10.582
188528,1.274,-0.211,10.017
188587,1.781,0.057,10.774
188647,1.772,-0.929,10.295
188707,1.36,-0.546,10.343
188767,1.829,-0.527,10.19
188827,1.14,-0.096,9.883
188887,1.235,0.565,9.653
188947,1.571,-0.22,8.648
189007,2.174,-0.124,10.333
189068,2.059,-0.239,11.569
189127,2.298,-1.312,11.559
189188,1.647,0.096,11.416
189248,1.398,0.077,8.389
189308,1.446,-0.239,8.562
189368,1.915,-0.383,7.939
189428,0.833,-0.594,7.767
189488,2.011,-0.785,9.519
189543,1.695,-0.661,8.878
189607,1.36,-0.862,7.029
189667,1.101,-0.364,7.106
189727,2.49,-1.159,10.171
189788,2.471,-0.881,9.462
189848,1.82,0.211,9.778
189907,0.795,-0.977,9.127
189967,0.948,-1.475,8.504
190028,0.622,-1.417,7.652
190087,0.632,-0.967,9.155
190147,1.456,-1.542,7.02
190207,2.155,-1.293,10.142
190263,1.666,-1.264,9.539
190327,1.638,-1.513,11.32
190388,0.239,-0.431,11.425
190447,0.948,-0.69,8.523
190508,1.283,-0.622,8.226
190567,0.699,-1.676,10.027
190627,1.025,-0.527,9.29
190683,0.479,-0.661,9.931
190746,1.389,-1.293,5.698
190810,1.188,-1.504,7.891
190868,1.12,-0.948,7.594
190927,0.996,-1.283,9.041
190987,0.268,-0.709,10.783
191048,1.159,-0.795,11.1
191103,1.159,-1.456,10.745
191108,0.728,-1.456,10.745
191164,0.546,-0.69,11.473
191227,0.986,-0.594,11.789
191288,0.91,-1.302,12.096
191347,0.383,-0.345,10.142
191407,0.757,-0.747,9.692
191463,-0.182,-0.517,8.504
191528,0.201,-0.661,8.188
191588,0.527,-0.373,10.534
191647,0.565,-0.536,11.358
191707,1.475,-1.168,10.257
191765,0.967,-0.862,10.343
191822,0.096,-0.01,8.504
191887,1.006,0.651,8.782
191947,1.159,0.441,10.19
192008,0.603,-0.182,9.768
192068,1.609,-0.785,12.383
192127,0.268,-0.421,11.061
192188,-1.542,-1.944,10.362
192247,0.46,-0.613,8.811
192307,0.91,-0.153,10.956
192367,0.776,-0.316,9.768
192427,0.642,-0.575,11.952
192488,1.063,1.628,9.692
192544,1.791,1.331,10.946
192607,0.871,0.153,11.128
192667,1.437,-1.733,8.772
192727,1.762,-0.757,9.874
192788,0.958,-0.326,12.364
192847,-0.086,-0.441,9.309
192907,0.182,-0.163,10.4
192968,1.245,-0.421,12.249
193027,0.201,0.316,8.073
193088,1.417,-2.241,10.937
193148,1.207,-1.302,11.837
193207,0.948,-0.622,11.301
193267,0.01,-0.278,9.816
193323,0.01,-0.278,8.753
193328,0.603,-0.661,8.753
193387,0.335,-0.354,9.117
193447,0.096,-0.747,8.954
193503,1.092,-1.12,8.648
193568,0.565,-1.178,9.232
193627,0.996,-1.101,9.577
193687,0.891,-0.68,9.653
193748,0.757,-0.421,10.132
193803,0.393,-0.239,10.247
193867,0.508,-0.891,9.079
193928,0.967,-0.46,9.548
193987,-0.038,-0.048,11.138
194047,1.8,0.335,11.684
194108,0.747,0.038,12.737
194167,0.306,-0.622,9.558
194228,0.584,-0.804,9.309
194283,0.68,-0.91,8.792
194347,0.469,-0.105,8.964
194407,0.555,-0.326,10.209
194467,1.034,0.067,10.18
194527,0.862,-0.555,10.515
194588,1.111,-0.01,10.879
194647,0.249,0.077,11.109
194707,0.364,0.019,10.918
194767,0.192,-0.278,9.73
194838,0.939,-0.067,11.147
194907,0.259,-0.603,9.491
194968,0.718,0.057,9.615
195027,0.268,0.594,10.391
195088,0.91,0.259,9.979
195147,0.862,-0.249,10.63
195207,0.91,-0.383,10.046
195267,0.364,-0.354,8.964
195327,0.259,-0.172,10.458
195389,0.651,-0.393,11.358
195447,0.373,-0.077,9.615
195508,0.383,0.211,10.602
195567,0.986,-0.431,10.439
195628,1.015,-0.192,11.665
195688,0.613,-0.469,9.969
195748,0.546,0.163,9.72
195803,0.527,-0.038,9.941
195867,-0.019,0.421,9.261
195927,0.46,-0.134,9.404
195987,0.536,-0.144,9.491
196047,0.517,-0.297,9.682
196108,1.149,-0.45,10.305
196167,0.747,-0.182,10.707
196223,0.852,-0.498,10.956
196287,0.824,-0.192,9.539
196348,0.421,-0.594,9.136
196407,0.766,0.029,10.199
196468,0.843,-0.144,11.119
196527,0.757,0.326,10.783
196587,0.479,0.306,11.013
196647,0.565,0.23,10.017
196707,0.536,-0.642,9.471
196767,0.259,-0.057,9.778
196827,0.613,0.124,10.678
196887,0.45,-0.019,9.653
196943,0.824,-0.105,10.084
197008,0.919,-0.23,10.448
197067,0.517,-0.278,11.119
197128,0.019,-0.306,10.027
197187,0.919,-0.134,9.242
197247,0.134,-0.105,9.433
197308,0.565,-0.412,10.276
197367,0.69,0.134,9.902
197427,0.373,-0.479,10.142
197488,0.709,0.057,9.165
197547,0.326,-0.086,9.931
197607,0.441,-0.153,9.979
197668,0.412,-0.115,10.525
197727,0.929,0.594,10.582
197788,0.048,0.249,10.774
197847,0.651,-0.306,9.73
197908,0.766,-0.153,8.724
197967,0.124,-0.469,9.912
198028,0.632,0.163,11.684
198088,0.326,-0.134,11.253
198147,0.881,0.268,10.467
198207,0.345,0.057,9.893
198267,0.565,0.287,10.822
198327,0.364,-0.048,11.349
198387,0.613,-0.077,10.467
198448,0.469,0.124,10.008
198507,0.833,-0.134,10.199
198568,0.182,-0.23,8.792
198628,0.01,0.115,9.548
198687,0.584,0.766,9.165
198743,0.833,-0.718,9.251
198807,0.728,0.402,10.161
198867,0.172,-0.086,10.343
198928,0.412,0.508,10.046
198988,-0.287,0.517,8.657
199043,-0.287,0.517,9.471
199048,0.824,0.096,9.471
199107,0.163,0.096,10.678
199167,0.029,0.22,10.056
199228,0.488,-1.561,9.165
199288,0.479,0.249,10.898
199347,0.508,0.651,10.171
199407,0.575,-0.316,8.859
199467,0.603,0.086,9.931
199528,0.881,-0.134,9.242
199588,0.967,-0.335,9.424
199647,0.067,-0.306,10.372
199708,0.259,-0.163,10.439
199763,0.335,0.412,9.404
199838,0.287,-0.057,9.711
199908,0.536,-0.373,9.395
199967,0.68,0.402,9.242
200027,0.019,-0.144,9.29
200083,0.335,0.096,9.309
200148,0.67,0.709,9.539
200208,0.402,0.057,9.883
200267,0.728,0.124,10.065
200328,0.278,-0.096,9.759
200387,0.211,-0.211,9.51
200448,0.364,0.038,9.586
200508,0.249,0.048,8.744
200568,0.383,0.134,9.491
200628,0.019,0.019,10.218
200687,0.757,0.46,9.902
200747,0.785,0.441,9.96
200808,0.163,0.239,9.615
200867,0.124,0.354,10.008
200927,0.038,0.115,10.209
200987,0.096,-0.201,9.701
201048,0.326,-0.029,10.822
201108,0.067,0.488,9.539
201167,0.469,-0.057,10.391
201227,0.804,0.249,10.544
201287,0.345,0.278,9.491
201348,-0.211,-0.46,9.73
201407,0.651,0.192,9.414
201467,0.019,0.192,9.634
201527,-0.057,-0.23,9.242
201588,0.565,0.45,9.74
201643,0.565,0.46,9.539
201647,-0.287,0.46,9.539
201708,0.661,0.057,9.577
201764,0.613,0.527,9.692
201827,0.383,0.335,9.692
201887,0.163,0.508,10.094
201947,0.326,-0.01,9.634
202008,0.718,-0.019,9.673
202067,0.144,0.316,9.337
202127,0.546,-0.01,9.51
202187,0.383,0.163,8.897
202248,0.354,0.048,10.697
202307,0.642,0.124,9.835
202367,0.958,0.46,8.715
202428,0.211,0.115,8.859
202488,0.038,0.0,10.132
202547,0.785,-0.546,9.768
202607,0.69,0.048,10.64
202668,-0.105,-0.345,9.96
202727,0.575,-0.019,10.094
202783,0.575,0.124,9.424
202787,0.259,0.124,9.424
202854,0.22,0.077,10.247
202907,0.364,0.287,8.734
202967,0.594,0.68,9.471
203027,0.278,0.077,10.439
203088,0.354,-0.172,9.749
203147,0.077,-0.057,10.084
203208,0.91,0.603,9.931
203268,-0.239,0.594,10.496
203323,-0.239,1.063,10.736
203327,0.153,1.063,10.736
203388,0.498,1.484,10.611
203447,0.249,1.848,10.956
203508,-0.086,2.193,10.515
203568,-0.105,2.394,9.261
203627,0.441,2.298,9.902
203688,-0.105,2.959,9.864
203747,0.124,1.992,9.347
203803,-0.498,2.394,8.753
203867,0.795,2.413,9.012
203927,-0.23,2.174,8.734
203987,0.077,2.241,8.207
204047,0.469,2.816,8.782
204108,-0.239,2.442,8.945
204168,-0.124,2.825,8.715
204228,0.22,3.16,9.539
204288,-0.048,3.017,8.313
204348,0.019,2.72,8.294
204408,0.163,2.682,9.203
204468,-0.469,2.691,9.979
204528,-0.335,2.471,8.772
204587,-0.192,2.413,8.926
204647,-0.632,2.174,9.088
204707,-0.278,2.231,9.74
204767,-0.345,2.327,8.897
204828,-0.431,2.806,9.155
204887,-0.048,2.471,10.151
204948,-0.326,2.624,9.443
205008,-0.508,3.007,9.634
205067,-0.498,2.921,9.787
205127,-0.383,2.519,10.065
205188,-0.508,2.72,11.147
205248,-0.057,2.557,9.922
205307,-0.268,3.017,9.136
205368,-0.45,2.662,9.615
205428,-0.211,2.643,9.902
205487,-0.412,2.682,9.471
205547,0.01,2.614,10.228
205607,-0.268,2.547,9.462
205663,-0.268,2.337,10.18
205668,-0.603,2.337,10.18
205727,-0.172,2.423,10.812
205788,0.01,2.394,9.462
205847,-0.086,2.107,9.864
205908,-0.958,1.609,9.941
205968,-0.124,2.097,10.611
206027,-0.172,1.867,9.328
206088,-0.527,1.398,9.242
206147,-0.441,1.848,10.171
206207,-0.536,1.714,9.998
206268,-0.172,1.81,8.859
206327,0.402,1.111,12.076
206388,-0.029,0.421,11.004
206443,-0.029,0.393,11.463
206447,0.019,0.393,11.463
206507,0.057,1.389,11.186
206568,-0.555,0.718,9.366
206627,-0.479,0.852,10.467
206688,0.029,0.757,9.299
206747,-0.69,1.101,9.874
206807,0.46,0.642,9.424
206867,-0.642,0.766,9.069
206928,-0.077,0.69,9.749
206988,-0.536,0.661,9.807
207047,-0.259,0.862,9.615
207107,-0.22,0.441,9.692
207167,-0.096,0.402,9.558
207228,-0.517,0.613,9.807
207287,0.536,0.297,10.238
207347,-0.46,0.163,10.467
207407,-0.326,0.354,9.625
207467,0.278,0.747,9.28
207528,-0.134,1.082,10.611
207587,-0.239,0.613,9.079
207647,-0.412,0.431,10.266
207708,-0.048,0.69,9.826
207767,-0.345,0.239,10.314
207818,0.144,0.766,9.596
207887,-0.163,0.718,9.242
207948,0.057,0.852,10.602
208008,-0.192,0.594,9.96
208067,-0.498,0.766,9.414
208128,-0.22,0.345,8.868
208188,-0.23,0.546,8.619
208243,0.029,0.067,9.653
208307,0.603,0.144,10.669
208367,0.239,0.144,9.452
208428,-0.038,0.613,8.408
208488,-0.134,0.517,10.266
208547,0.201,0.517,9.893
208607,-0.249,0.651,9.213
208668,0.105,0.077,10.305
208723,-0.335,-0.029,10.056
208783,0.153,0.249,9.606
208847,0.326,0.757,10.027
208908,-0.096,0.096,10.381
208967,-0.393,0.737,8.839
209028,0.144,1.178,9.337
209087,-0.393,0.517,9.586
209148,-0.354,0.469,9.165
209203,0.536,0.239,9.548
209268,-0.46,0.46,9.922
209328,-0.172,0.163,10.343
209387,-0.038,0.785,10.257
209447,0.192,0.517,9.443
209507,0.958,0.182,9.941
209567,-0.431,0.306,10.774
209627,0.057,0.354,9.711
209688,0.421,0.354,10.065
209745,-0.22,0.22,9.615
209807,0.383,0.441,9.692
209867,0.22,0.431,9.807
209928,0.517,0.086,9.778
209987,-0.306,0.306,10.084
210047,-0.077,0.603,9.931
210107,0.354,0.9,8.906
210168,-0.421,0.68,9.261
210228,0.0,0.622,10.276
210283,0.0,0.622,10.908
210288,0.594,0.517,10.908
210348,-0.086,0.316,9.845
210408,0.23,0.057,10.343
210467,-0.163,0.115,8.763
210528,0.201,0.354,9.893
210587,-0.316,0.776,9.922
210647,-0.211,1.006,9.175
210707,0.278,0.603,10.898
210768,-0.201,0.603,8.859
210833,0.211,0.201,9.098
210887,0.268,0.776,9.519
210948,-0.335,0.498,10.429
211008,0.057,0.69,10.113
211067,-0.22,0.508,10.008
211128,0.69,0.584,10.391
211188,-0.153,0.833,10.266
211247,-0.297,0.096,10.056
211308,0.067,-0.115,10.065
211368,0.278,0.268,9.682
211428,0.23,0.498,10.113
211483,0.412,0.441,10.104
211543,-0.057,-0.01,8.83
211603,0.268,0.479,10.027
211667,-0.153,0.297,10.573
211728,-0.038,0.508,10.353
211788,0.192,0.134,9.74
211847,-0.115,0.919,10.008
211908,-0.163,0.622,10.113
211967,0.01,1.006,9.136
212028,-0.239,0.278,9.337
212087,-0.134,-0.067,8.638
212147,-0.105,0.211,9.548
212207,-0.01,0.862,9.969
212267,0.077,0.393,9.5
212327,-0.373,1.571,8.159
212383,-0.373,0.728,7.623
212387,-0.306,0.728,7.623
212447,0.0,0.603,10.305
212503,0.354,0.22,10.64
212567,-0.029,0.278,10.238
212627,-0.096,0.077,9.711
212688,-0.249,0.594,9.021
212748,-0.077,0.335,8.782
212808,0.69,0.766,10.726
212868,-0.038,0.508,10.113
212928,-0.01,0.469,9.021
212987,0.536,0.105,10.851
213048,-0.153,0.46,11.368
213108,-0.603,0.306,8.83
213168,0.287,0.575,8.724
213228,0.278,0.527,9.692
213288,0.115,0.172,10.544
213347,0.843,0.23,10.429
213408,-0.69,0.306,8.792
213467,-0.096,0.565,9.663
213528,0.642,0.757,10.64
213587,-0.086,0.192,9.203
213648,0.01,0.115,9.385
213707,0.555,0.278,10.257
213768,0.728,0.345,10.41
213827,0.469,0.211,10.467
213888,0.124,0.757,10.008
213947,-0.23,0.517,9.835
214008,0.153,0.46,10.094
214068,-0.057,0.067,11.013
214128,-0.326,0.192,9.357
214188,0.192,0.306,10.027
214248,0.642,0.144,10.554
214308,-0.575,0.345,9.634
214368,0.029,0.393,10.649
214427,0.124,0.278,10.305
214488,0.182,0.498,9.385
214547,0.488,0.508,10.056
214607,-0.345,0.441,9.462
214667,0.584,0.824,10.046
214727,0.498,-0.105,11.224
214788,-0.124,0.278,9.481
214848,0.239,0.469,11.214
214903,0.019,0.517,10.477
214968,0.565,0.622,9.194
215027,-0.192,0.105,9.175
215087,0.22,0.402,9.5
215148,0.019,0.182,9.902
215207,-0.163,0.402,8.849
215267,0.939,0.134,10.477
215328,-0.048,0.259,9.041
215388,0.824,0.421,9.874
215447,0.134,0.077,9.606
215507,0.718,0.211,9.491
215568,0.239,0.172,9.931
215628,0.527,0.469,9.922
215687,0.699,0.057,9.644
215747,0.45,0.306,10.783
215803,0.45,0.479,11.243
215808,0.124,0.479,11.243
215868,0.364,0.479,10.142
215927,0.661,0.699,11.214
215988,0.268,0.057,10.104
216048,0.479,0.0,9.989
216107,0.163,0.919,9.222
216167,0.584,0.575,9.941
216228,0.555,0.527,10.171
216287,0.211,-0.594,7.738
216347,0.019,0.46,9.031
216403,1.207,0.498,10.104
216468,1.063,0.144,9.72
216528,0.948,0.46,9.902
216587,0.488,0.421,9.989
216647,0.268,0.144,10.793
216703,0.412,0.326,9.673
216767,-0.019,-0.153,9.021
216827,0.833,0.067,8.361
216887,0.967,0.364,9.673
216948,0.824,0.565,10.285
217007,0.747,0.259,10.132
217067,0.555,0.441,10.42
217128,0.862,-0.211,9.826
217187,0.527,0.029,10.343
217247,1.149,-0.057,9.558
217308,0.316,0.259,11.157
217367,0.345,0.029,9.826
217428,0.996,0.326,9.519
217488,1.073,0.077,9.989
217548,0.335,-0.134,11.31
217607,0.153,-0.048,10.659
217662,0.153,0.124,9.673
217667,0.776,0.124,9.673
217727,0.517,0.048,9.768
217788,0.268,-0.086,10.439
217848,0.172,0.393,10.621
217908,0.508,-0.182,9.28
217968,0.393,0.393,9.931
218028,0.555,-0.115,10.42
218087,0.584,0.201,9.874
218148,0.747,0.536,9.72
218208,0.287,0.077,9.979
218268,0.661,0.45,8.954
218327,0.488,-0.182,10.142
218387,0.555,0.22,11.214
218447,0.613,-0.345,9.759
218503,0.613,-0.096,9.577
218507,0.996,-0.096,9.577
218567,0.699,-0.057,11.349
218623,0.402,-0.105,9.136
218687,0.517,-0.105,10.678
218745,0.699,0.124,9.644
218807,0.766,-0.057,10.898
218867,0.603,0.0,9.893
218928,1.025,0.259,8.696
218988,0.584,-0.201,9.404
219048,0.326,-0.373,11.042
219107,0.163,-0.421,10.209
219168,0.747,-0.651,9.807
219228,0.306,-1.111,9.96
219288,0.019,-0.441,9.807
219347,0.46,-0.996,11.368
219408,0.737,-1.073,10.429
219468,0.69,-1.159,9.701
219527,-0.038,-0.594,9.299
219588,0.46,-0.814,9.567
219648,0.239,-0.862,8.571
219707,1.197,-0.919,8.389
219767,0.23,-1.226,9.548
219838,0.565,-1.542,10.736
219907,0.757,-1.829,10.065
219967,0.613,-1.657,9.108
220027,0.335,-2.155,7.298
220088,0.67,-1.724,10.209
220148,0.795,-1.973,9.969
220203,0.536,-2.097,9.883
220267,0.488,-2.184,9.634
220327,0.019,-2.116,9.941
220383,0.019,-2.116,10.525
220387,-0.086,-2.174,10.525
220448,0.958,-2.346,10.889
220508,0.412,-2.164,9.787
220568,0.019,-2.452,8.983
220628,-0.115,-2.241,10.027
220687,0.728,-2.634,10.927
220747,0.048,-2.863,10.918
220807,0.144,-3.055,10.592
220868,0.642,-1.935,12.402
220927,-0.795,-3.812,4.693
220988,0.699,-2.155,9.328
221047,-1.025,0.45,10.19
221108,0.364,-2.959,7.432
221168,0.651,-3.256,10.41
221228,0.297,-3.764,8.226
221288,0.364,-3.361,9.567
221347,-0.546,-3.065,9.117
221408,0.239,-2.605,9.931
221468,-0.268,-3.17,9.05
221527,0.22,-2.567,10.257
221583,-0.259,-2.48,10.295
221648,0.23,-2.404,9.424
221707,-0.546,-2.298,9.74
221768,0.057,-2.423,9.462
221841,0.354,-1.973,10.448
221907,-0.431,-1.733,10.736
221963,-0.192,-1.417,9.577
222028,-0.326,-1.369,9.28
222087,-0.622,-1.341,9.079
222147,0.192,-0.986,9.778
222203,0.192,-0.69,9.117
222208,-0.326,-0.69,9.117
222267,0.239,-0.766,10.707
222327,-0.259,-0.546,9.481
222388,-0.306,-0.517,9.615
222443,0.115,-0.67,10.898
222508,-0.642,-0.517,9.318
222568,0.259,-0.287,10.065
222627,-0.364,-0.163,8.648
222687,0.354,-0.096,7.891
222748,0.402,0.01,9.261
222807,0.239,-0.479,8.437
222867,-0.086,-0.431,9.759
222927,0.067,-0.364,9.041
222988,0.306,-0.048,10.075
223047,0.431,-0.153,10.554
223107,0.68,-0.105,10.008
223168,0.661,-0.057,9.471
223227,0.345,-0.23,9.519
223288,0.153,-0.431,9.922
223347,0.259,-0.153,9.759
223407,0.517,-0.259,9.462
223463,0.134,0.642,9.548
223527,0.421,0.287,8.973
223587,0.249,0.9,11.214
223647,0.757,0.536,8.839
223708,1.609,0.508,11.961
223767,1.561,0.105,8.878
223828,0.555,-0.096,9.883
223888,0.096,0.939,11.818
223947,1.398,0.613,9.127
224007,0.824,1.044,10.266
224067,0.124,0.124,10.353
224128,0.124,1.504,7.786
224188,0.402,0.91,9.031
224248,1.36,-1.034,9.586
224308,1.274,0.0,8.954
224367,0.268,0.67,10.515
224427,0.795,1.369,9.127
224488,0.603,1.149,10.889
224548,1.312,0.929,9.567
224608,0.939,1.197,10.831
224668,0.441,0.977,9.759
224727,0.115,0.939,9.491
224788,0.46,0.268,10.161
224848,0.182,0.814,11.301
224907,1.092,0.776,10.477
224967,0.469,0.833,9.318
225027,0.153,0.201,8.274
225087,-0.057,1.417,9.634
225143,0.508,1.647,10.534
225208,0.498,1.417,11.492
225267,0.584,1.369,9.117
225328,0.555,2.155,9.902
225387,0.124,1.178,10.851
225447,0.268,1.523,10.448
225507,-0.038,1.714,9.012
225568,1.159,1.427,9.213
225627,0.642,1.417,10.056
225688,0.699,1.513,10.918
225747,0.68,2.145,9.845
225820,0.402,1.666,9.922
225867,0.91,1.858,9.701
225927,0.555,2.126,10.477
225988,0.345,2.002,11.339
226048,0.249,2.365,9.404
226108,0.67,2.768,9.577
226168,0.747,2.164,11.674
226228,0.172,1.944,9.529
226283,0.038,2.988,8.734
226347,0.259,2.442,8.686
226408,0.603,1.484,9.175
226467,0.919,2.04,9.95
226528,0.919,2.576,9.969
226583,1.159,2.375,10.036
226648,0.46,2.49,11.473
226707,0.268,2.327,9.922
226762,0.613,2.519,11.157
226842,0.297,2.777,10.171
226907,-0.278,2.04,10.324
226967,0.843,3.112,9.251
227023,0.565,2.576,10.41
227087,0.709,1.791,10.056
227148,0.737,1.925,10.362
227208,0.287,1.839,10.755
227267,0.105,1.695,7.556
227327,0.019,1.446,9.443
227388,0.182,2.088,10.238
227447,-0.393,0.967,8.073
227507,0.747,1.82,9.922
227567,0.709,2.662,10.228
227627,0.651,2.069,8.6
227687,0.45,1.274,8.993
227747,0.23,1.762,9.471
227822,0.594,2.433,9.826
227883,0.393,1.829,9.519
227947,0.555,1.159,11.396
228008,0.019,2.069,9.328
228068,-0.565,2.069,9.864
228128,-0.038,2.318,8.303
228187,0.622,2.739,10.688
228247,0.402,1.915,9.816
228308,0.335,2.394,10.678
228367,0.594,2.749,10.707
228427,0.306,2.509,9.673
228488,0.249,2.863,10.257
228548,0.144,2.796,8.801
228608,0.029,2.777,8.514
228667,-0.182,2.739,8.408
228723,-0.153,2.279,8.897
228788,0.709,1.628,9.51
228840,0.508,2.203,10.621
228907,0.23,1.829,10.736
228968,0.785,2.002,10.238
229027,0.613,2.768,10.86
229087,0.306,2.586,10.688
229148,0.316,2.375,10.726
229203,0.029,2.768,9.807
229268,-0.259,2.911,9.72
229327,-0.144,2.346,9.845
229388,-0.575,2.078,8.878
229447,0.067,2.049,9.318
229507,0.096,2.174,9.347
229567,0.105,2.136,9.385
229627,0.316,2.452,10.544
229687,0.814,2.528,10.075
229747,-0.661,2.337,9.615
229808,0.144,2.998,10.592
229867,-0.086,1.848,10.965
229927,0.469,2.279,11.406
229987,1.13,2.844,11.837
230048,0.105,2.452,12.325
230108,1.12,2.308,9.749
230167,1.504,2.49,9.855
230227,0.986,2.624,11.186
230287,-0.91,2.634,11.981
230347,0.613,2.136,8.581
230407,0.728,2.203,9.797
230467,0.259,1.81,10.353
230527,0.0,1.925,8.198
230588,0.517,1.666,9.117
230647,0.661,1.312,8.562
230703,-0.048,2.107,11.588
230767,-2.136,0.843,9.787
230828,0.268,1.063,8.179
230888,0.613,1.666,7.633
230947,0.776,0.69,8.562
231007,-1.006,0.029,9.586
231068,0.584,1.207,9.366
231127,1.111,1.369,9.318
231187,0.019,0.479,10.937
231247,1.044,0.939,9.816
231308,-0.029,0.383,10.898
231368,-0.019,0.057,8.715
231428,-0.843,-0.105,8.265
231488,-0.709,-0.469,11.138
231548,1.369,0.153,10.64
231608,0.144,-0.23,8.533
231668,0.68,0.536,10.065
231728,0.0,1.025,11.004
231788,-0.316,-0.239,10.707
231847,-0.967,-0.124,9.452
231907,-0.45,1.14,9.567
231968,-0.297,0.575,10.113
232028,-0.354,0.144,8.456
232088,-0.546,1.015,9.452
232148,-0.536,0.498,10.065
232207,-0.163,0.728,7.949
232267,-0.316,0.785,10.295
232328,-0.891,0.709,8.916
232387,-0.488,0.23,9.778
232447,0.68,0.862,8.916
232507,-0.757,0.996,11.454
232567,-0.757,-0.038,10.716
232628,-1.714,0.852,12.048
232687,-0.508,0.555,10.783
232747,-0.134,0.297,10.333
232807,0.622,-0.163,9.567
232867,-0.038,-0.182,11.923
232927,-0.785,0.393,11.732
232988,-0.029,0.105,9.606
233048,-0.153,-0.144,8.657
233108,0.527,0.373,9.443
233167,-0.517,0.249,9.902
233227,-0.393,-0.259,8.945
233288,-0.393,0.01,10.659
233347,0.067,0.555,11.406
233407,0.105,0.747,10.611
233468,-0.508,0.057,9.701
233527,-0.728,0.46,10.994
233588,-1.092,0.632,9.663
233648,-0.958,0.077,9.155
233708,-0.508,0.134,10.285
233767,-0.46,-0.105,9.73
233847,-0.201,-0.105,8.332
233907,-0.335,-0.124,9.175
233967,-0.172,-0.124,9.29
234028,-0.01,0.46,10.065
234088,-0.488,-0.019,9.069
234147,-0.728,-0.067,9.395
234211,-0.393,-0.048,10.755
234267,-0.077,0.077,9.874
234327,-0.431,-0.144,10.199
234387,-0.431,-0.086,10.305
234448,-0.757,0.048,10.467
234507,-0.469,-0.259,10.142
234567,-0.335,-0.153,10.506
234627,-0.268,0.182,10.544
