Time since start in ms ,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
50462,0.919,-1.465,9.95
50538,0.699,-1.255,7.939
50597,0.67,-1.733,9.883
50658,0.958,-1.073,8.274
50718,0.441,-0.9,9.51
50777,0.814,-1.159,9.29
50838,0.038,-0.766,10.027
50897,0.852,-0.124,9.826
50957,0.297,-0.594,11.559
51017,0.747,-0.843,9.596
51078,0.517,-0.565,9.912
51137,0.153,-0.651,8.973
51197,0.086,-0.871,9.969
51257,0.297,-0.211,10.391
51317,0.115,-0.986,10.266
51377,0.651,-0.833,10.228
51433,0.929,-0.67,8.543
51497,0.584,-0.67,8.696
51558,-0.019,-0.23,9.682
51618,0.393,-0.354,9.27
51678,-0.622,-0.536,10.151
51738,-0.077,-0.077,9.29
51793,0.153,-0.441,9.759
51857,0.326,-0.326,10.257
51913,0.326,-0.709,10.563
51917,0.22,-0.709,10.563
51978,-0.124,-0.584,10.276
52033,-0.69,-0.01,9.807
52097,0.077,-0.306,10.238
52158,-0.115,0.077,10.199
52217,-0.709,0.421,9.826
52282,-0.919,-0.306,9.203
52337,-0.498,0.115,9.117
52392,-0.354,0.297,9.969
52458,-0.383,0.23,10.218
52518,-0.393,0.421,9.835
52577,-0.038,0.326,9.864
52642,-0.211,-0.096,10.669
52693,-0.479,-0.038,10.257
52758,-0.488,-0.105,9.376
52817,-0.239,0.268,9.041
52873,-0.498,0.0,9.424
52937,-0.536,0.182,9.653
52997,-0.68,-0.01,8.638
53057,-0.287,-0.048,10.017
53117,-0.642,0.182,10.956
53173,-0.642,0.048,11.904
53178,-0.824,0.048,11.904
53238,-0.268,0.22,9.902
53297,-0.354,0.249,10.525
53357,-0.747,0.01,9.481
53412,-0.747,-0.268,9.203
53417,-0.919,-0.268,9.203
53477,-0.747,0.306,10.132
53537,-0.967,-0.46,10.63
53598,-0.795,-0.259,9.673
53663,-0.843,-0.211,9.826
53717,-0.881,-0.057,8.993
53768,-1.312,-0.546,9.031
53838,-0.479,-0.268,9.261
53893,-0.91,-0.048,8.792
53957,-1.034,0.163,8.648
54013,-0.814,-0.019,10.199
54077,-0.69,-0.163,9.826
54138,-1.207,-0.211,10.171
54197,-0.814,0.192,9.539
54253,-1.178,-0.239,9.998
54313,-1.178,-0.393,9.539
54317,-0.881,-0.393,9.539
54373,-0.939,-0.163,9.462
54433,-0.469,-0.278,10.075
54498,-1.369,0.105,9.615
54557,-1.178,-0.594,9.031
54618,-0.996,-0.144,9.902
54673,-0.996,-0.306,9.261
54678,-0.862,-0.306,9.261
54738,-1.36,-0.613,8.571
54808,-1.398,-0.45,9.759
54877,-1.149,-0.153,8.945
54933,-1.006,-0.144,9.222
54997,-1.13,-0.412,9.72
55058,-0.69,-0.057,10.324
55123,-1.015,-0.201,9.596
55197,-0.804,0.067,10.056
55258,-0.814,-0.115,8.973
55317,-0.919,-0.316,9.644
55373,-0.527,-0.019,9.634
55437,-0.862,-0.412,8.629
55498,-0.67,-0.029,11.195
55558,-1.379,0.115,10.63
55617,-1.226,-0.69,8.839
55678,-0.919,-0.498,9.989
55737,-0.871,0.124,8.964
55793,-1.369,-0.584,9.05
55858,-1.006,-0.546,9.692
55918,-1.226,-0.057,8.188
55973,-0.91,0.144,10.305
56037,-0.804,-0.306,8.533
56098,-1.551,0.115,10.161
56158,-1.714,0.22,10.017
56217,-1.781,-1.006,9.232
56278,-1.082,-0.441,11.157
56337,-0.948,-0.431,9.127
56397,-0.737,-0.622,10.716
56453,-0.833,0.0,8.255
56517,-0.891,-0.345,10.008
56573,-0.891,0.0,8.667
56578,-1.609,0.0,8.667
56637,-1.188,-0.182,10.458
56697,-1.006,-0.728,8.657
56757,-1.159,0.211,10.544
56817,-0.91,-0.057,8.399
56878,-1.532,-0.153,11.224
56938,-1.226,-0.479,8.983
56998,-1.216,-0.172,10.285
57057,-1.149,-0.029,9.385
57124,-0.929,-0.46,10.496
57198,-0.977,-0.067,10.41
57253,-1.283,0.287,8.906
57317,-0.977,-0.46,10.142
57377,-1.686,-0.91,8.648
57438,-1.465,-0.986,9.414
57497,-0.651,-0.546,10.381
57558,-1.216,-0.297,9.031
57617,-1.13,-0.536,10.151
57673,-1.513,-0.479,9.041
57743,-1.465,-0.699,9.424
57793,-0.814,-0.019,10.084
57857,-1.379,-0.048,9.088
57913,-1.618,-0.259,9.606
57978,-1.532,-0.785,9.577
58037,-1.542,-0.986,9.357
58098,-1.101,-0.594,10.956
58157,-1.753,-0.019,10.477
58223,-1.714,-0.555,9.232
58293,-1.791,-0.421,9.51
58358,-1.59,-0.498,8.887
58417,-1.235,-0.632,10.266
58477,-2.011,-0.23,9.912
58537,-2.069,-0.249,9.826
58597,-2.078,-0.096,9.069
58657,-2.298,-0.124,10.487
58717,-1.973,-0.335,10.602
58792,-1.542,-0.46,9.749
58837,-1.714,-0.575,9.27
58897,-1.858,-0.852,8.418
58957,-1.982,-0.747,9.27
59017,-2.059,-0.575,9.203
59078,-1.312,-0.881,9.874
59137,-1.561,-0.699,9.5
59197,-1.81,-1.034,9.491
59257,-2.595,-0.345,10.123
59313,-1.992,-0.335,10.218
59377,-1.389,-0.709,9.902
59438,-2.155,-0.699,10.764
59498,-1.657,-0.594,9.452
59557,-2.854,-0.124,10.611
59613,-2.097,-0.393,10.506
59677,-1.82,-0.172,8.926
59737,-1.906,-0.182,9.874
59798,-1.551,-0.086,9.529
59853,-2.04,-0.211,10.956
59917,-1.753,0.057,9.539
59978,-1.705,0.115,9.404
60037,-1.714,-0.124,9.136
60104,-2.318,0.057,10.372
60158,-2.231,0.057,9.883
60218,-1.848,-0.01,8.868
60277,-2.26,0.192,9.596
60338,-2.624,0.067,9.768
60398,-2.059,0.622,9.519
60458,-1.504,0.259,11.032
60517,-2.509,1.494,10.669
60577,-1.896,1.073,11.473
60637,-1.676,0.737,9.95
60698,-1.963,1.034,9.807
60758,-1.867,1.025,9.414
60835,-3.591,1.092,8.983
60893,-1.791,1.379,9.194
60952,-2.107,0.661,9.845
61018,-2.174,1.111,10.132
61077,-1.915,1.188,9.816
61138,-1.733,1.379,9.845
61197,-1.781,0.919,9.366
61257,-2.116,1.207,9.826
61313,-2.327,0.498,9.874
61377,-1.523,0.986,9.443
61438,-1.935,1.791,9.625
61498,-1.973,1.628,10.132
61557,-2.04,1.408,10.63
61617,-2.356,1.437,9.883
61677,-2.069,0.9,9.855
61733,-2.643,0.91,10.046
61798,-2.672,0.038,8.945
61857,-2.289,0.354,9.711
61917,-1.753,0.69,10.716
61977,-2.423,0.565,11.416
62037,-2.088,1.188,10.353
62097,-2.097,1.264,10.554
62157,-2.251,1.226,10.238
62217,-2.126,1.101,9.634
62283,-1.389,0.594,9.012
62337,-1.561,0.239,9.615
62397,-0.824,0.0,10.448
62453,-0.067,0.421,9.519
62517,-0.431,0.69,9.95
62577,-0.345,0.642,9.912
62637,-0.441,0.919,9.471
62697,-0.297,0.824,9.625
62757,-0.757,1.245,9.855
62818,-0.01,0.584,9.347
62877,-0.144,0.737,9.749
62937,0.211,0.651,9.759
62997,-1.12,-1.379,12.287
63057,-1.944,0.067,12.9
63117,-1.551,1.073,12.565
63177,-0.134,1.216,7.776
63237,0.498,1.13,7.623
63297,0.067,1.082,7.116
63359,0.23,0.747,7.977
63417,0.057,0.862,9.012
63473,-0.057,0.929,9.864
63537,1.867,0.402,11.167
63598,0.804,-0.029,10.027
63657,-0.306,-0.211,9.816
63717,-1.36,0.259,10.075
63772,-0.757,0.67,10.879
63838,-0.747,1.025,9.376
63897,0.201,1.389,10.046
63953,1.12,2.231,9.625
64017,1.197,1.523,9.079
64077,1.092,1.044,9.845
64138,0.613,0.211,10.496
64198,0.996,0.192,9.634
64253,1.101,1.245,9.711
64318,1.302,0.929,9.242
64378,0.795,1.082,8.504
64433,0.814,0.661,8.753
64497,0.986,0.575,8.983
64553,0.661,0.785,9.529
64618,0.613,1.073,10.276
64678,1.293,1.245,8.696
64737,0.469,1.551,9.29
64799,0.326,0.718,9.539
64857,0.785,1.36,10.094
64917,-0.01,2.863,9.998
64973,0.431,2.308,10.228
65038,0.948,1.168,10.927
65097,0.986,1.12,9.328
65153,0.603,1.475,7.901
65218,1.101,1.274,10.372
65283,1.618,1.666,9.232
65357,1.101,1.551,9.711
65418,0.326,1.235,12.057
65477,0.862,1.676,9.481
65533,0.833,2.002,9.261
65597,0.565,1.427,9.855
65653,1.513,1.35,9.357
65713,0.728,1.398,10.305
65773,1.168,1.178,9.816
65833,0.728,0.881,9.902
65897,1.302,1.168,8.983
65953,0.852,1.006,9.462
66017,1.705,0.967,9.615
66073,1.015,0.479,8.514
66133,1.178,0.057,9.491
66197,1.14,0.364,8.61
66257,0.335,1.025,10.017
66313,1.398,1.293,8.37
66377,0.9,0.622,9.203
66438,0.824,0.517,10.008
66493,1.389,0.019,8.83
66557,0.709,-0.038,10.285
66617,0.345,-0.201,10.898
66678,1.149,0.575,9.069
66743,1.13,0.115,9.596
66800,0.661,-0.316,10.573
66853,0.661,-0.22,9.06
66857,1.235,-0.22,9.06
66917,1.235,-0.843,9.222
66977,0.843,-0.038,10.295
67038,0.565,-0.086,9.72
67097,0.948,0.172,9.51
67153,0.929,0.182,9.28
67217,0.967,-0.067,9.491
67278,0.939,-0.048,9.002
67338,1.063,-0.259,9.098
67398,0.546,-0.421,9.998
67458,0.536,-0.345,10.467
67517,0.565,-0.431,9.558
67577,1.101,-0.393,9.539
67637,1.207,-0.383,9.567
67697,0.891,-0.709,9.548
67757,0.737,-0.488,10.276
67812,0.737,-0.575,9.069
67818,0.728,-0.575,9.069
67877,0.958,-0.68,8.475
67937,0.086,-0.862,10.333
67998,0.402,-0.967,10.688
68058,0.852,-0.69,8.734
68112,0.249,-0.488,9.471
68178,0.335,-0.01,10.017
68237,0.575,-0.546,10.458
68298,1.034,-0.239,9.05
68353,0.048,-0.316,10.161
68413,0.326,0.163,9.567
68473,0.536,0.038,8.926
68533,-0.096,0.0,10.391
68598,0.642,-0.163,9.567
68653,0.01,-0.115,8.83
68718,-0.192,0.0,11.272
68777,-0.192,0.029,9.701
68783,-0.373,0.029,9.701
68841,0.622,-0.134,9.711
68897,-0.115,-0.259,9.673
68957,0.038,0.057,9.586
69013,0.038,0.278,10.86
69017,0.527,0.278,10.86
69078,-0.182,-0.124,8.705
69137,-0.747,-0.086,10.094
69197,-0.057,-0.115,10.372
69258,-0.402,-0.22,8.772
69313,-0.211,0.354,8.983
69377,-0.192,0.182,10.42
69437,-0.278,0.067,9.491
69493,-0.335,0.239,9.433
69553,-0.01,0.23,10.515
69613,-0.364,0.134,8.964
69678,-0.402,0.67,9.471
69746,-0.096,0.153,9.318
69818,-0.23,-0.412,8.428
69877,-0.22,-0.259,8.159
69938,-0.594,0.105,11.444
69997,-1.034,0.517,8.456
70058,-1.034,0.402,10.64
70113,-0.862,0.402,10.209
70173,-0.335,0.038,9.51
70238,-0.661,0.488,9.366
70297,-0.632,-0.086,8.811
70357,-0.757,0.01,8.236
70413,-0.402,0.584,9.615
70477,-0.766,0.421,8.887
70537,-0.709,0.393,9.653
70597,-0.316,0.594,10.86
70657,-0.096,0.019,9.079
70713,-0.575,1.255,9.433
70795,-0.393,0.919,10.027
70837,-0.69,0.919,8.179
70898,-0.115,0.881,9.29
70953,0.192,0.287,9.012
71013,-0.929,0.814,8.552
71078,-0.441,1.111,10.563
71133,-0.757,0.249,9.72
71198,-0.795,0.603,11.349
71253,-0.019,-0.431,9.673
71318,-0.421,0.287,9.51
71373,0.0,0.201,10.056
71437,-0.316,-0.249,8.351
71497,-0.105,0.029,9.673
71553,0.105,-0.163,8.092
71613,-0.833,0.182,9.203
71678,-0.728,-0.306,9.864
71734,-0.737,0.0,9.261
71797,-0.45,-0.469,10.094
71857,-0.498,-0.105,8.973
71918,-0.498,0.115,10.343
71973,-0.68,-0.01,8.906
72038,-0.22,-0.192,10.046
72093,-0.67,-0.22,8.581
72158,-0.354,-0.508,10.209
72217,-0.479,-0.393,9.74
72273,0.0,-0.795,11.147
72338,-0.757,-0.804,7.824
72408,-0.326,-0.891,10.716
72473,-0.785,-1.025,8.054
72537,-0.632,-0.833,10.075
72593,-0.651,-0.939,9.184
72653,-0.048,-0.919,10.343
72718,-0.402,-0.718,9.481
72778,-0.172,-0.306,11.281
72833,-0.172,-0.603,8.562
72838,-0.68,-0.603,8.562
72898,-0.172,-0.345,9.931
72958,-0.594,-0.287,7.298
73017,-0.412,-0.124,9.787
73077,-0.594,-0.239,9.146
73137,-0.287,-0.134,10.467
73198,-0.776,0.373,10.649
73253,-0.776,-0.22,8.926
73313,-0.776,-0.163,9.979
73317,-0.412,-0.163,9.979
73373,-0.661,-0.326,8.102
73438,-0.144,-0.038,10.362
73498,-0.46,-0.814,8.14
73557,-0.105,-0.249,10.822
73617,-0.105,-0.249,9.51
73627,-0.728,0.278,9.51
73677,-0.316,-0.421,9.203
73737,-0.881,-0.096,9.357
73798,-0.929,-0.259,9.27
73853,-0.929,-0.584,10.017
73857,-0.852,-0.584,10.017
73917,-0.824,-0.613,9.912
73973,-0.737,-0.67,9.979
74033,-0.373,-0.421,10.63
74097,-0.517,-0.584,9.519
74158,-0.881,-0.287,9.165
74212,-0.785,-0.201,9.778
74277,-1.197,-0.575,7.585
74333,-0.536,-0.814,9.692
74398,-0.565,-0.527,8.667
74453,-0.699,-1.025,8.198
74513,-0.642,-0.661,9.644
74573,-0.967,-0.642,8.657
74637,-0.881,-0.718,9.778
74698,-1.341,-0.086,9.414
74757,-1.724,-0.555,10.199
74817,-1.772,-0.613,9.28
74877,-0.642,-0.115,11.195
74937,-2.787,-0.843,8.121
74993,0.412,0.335,11.933
75058,-0.948,0.46,10.592
75117,-1.255,0.441,10.209
75177,-1.676,0.335,9.634
75237,-0.527,0.651,8.083
75297,-1.044,-0.345,8.868
75358,0.23,0.239,10.534
75417,-1.082,-0.182,8.677
75477,-1.599,-0.144,9.883
75537,-0.948,0.0,10.803
75597,-1.025,0.469,8.533
75658,-1.235,0.555,10.209
75713,-1.235,0.575,10.171
75718,-1.178,0.575,10.171
75786,-1.006,0.642,10.171
75837,-0.814,-0.249,8.753
75893,-0.939,0.239,8.37
75957,-1.178,0.029,7.623
76018,-0.479,-0.69,9.242
76073,-1.235,-0.68,7.154
76137,-1.188,-0.287,9.318
76197,-1.188,0.259,9.874
76257,-1.073,-0.498,9.471
76318,-1.877,-0.46,11.425
76378,-0.996,-0.096,9.969
76437,-1.475,-0.613,8.696
76497,-1.341,-0.192,10.716
76558,-1.111,-0.479,9.069
76618,-1.446,-0.891,8.428
76678,-0.268,0.469,9.002
76738,-1.437,0.124,7.345
76805,-0.939,-0.23,10.324
76857,-1.513,-0.153,9.203
76918,-1.839,-0.383,7.987
76978,-1.666,-0.527,9.433
77037,-1.437,-0.536,10.084
77093,-1.609,-0.546,9.117
77158,-1.484,-0.594,9.127
77217,-1.36,-0.278,8.408
77277,-1.81,-0.038,9.912
77337,-1.264,-0.038,9.922
77398,-2.528,0.22,9.06
77453,-2.116,-0.335,8.916
77513,-1.781,-0.364,10.027
77573,-1.791,-0.22,10.027
77633,-1.59,-0.45,10.257
77693,-1.417,-0.804,10.008
77757,-1.743,-0.575,10.381
77817,-1.963,-0.326,9.931
77873,-1.963,-0.718,9.069
77878,-1.81,-0.718,9.069
77933,-1.81,-0.517,8.581
77938,-2.356,-0.517,8.581
77998,-1.465,0.182,8.887
78057,-1.341,-0.124,9.328
78113,-1.331,-0.019,10.669
78177,-1.101,-0.01,11.176
78233,-1.197,0.575,10.86
78298,-1.82,-0.316,10.19
78357,-2.327,0.048,9.567
78420,-2.184,0.115,9.491
78496,-2.021,0.0,8.475
78557,-1.494,-0.249,9.443
78618,-1.053,-0.077,9.529
78678,-1.207,-0.364,10.027
78737,-1.025,0.077,10.851
78802,-1.484,0.0,10.678
78877,-1.695,-0.029,10.611
78938,-1.906,0.182,9.673
78997,-1.666,-0.373,10.285
79053,-2.365,0.019,9.424
79117,-2.126,0.259,9.615
79177,-1.896,0.144,9.328
79233,-1.896,-0.01,9.73
79238,-1.733,-0.01,9.73
79297,-1.714,0.326,10.104
79358,-2.021,0.642,8.772
79413,-1.188,0.038,9.031
79477,-1.743,0.536,9.299
79538,-1.733,0.699,7.805
79593,-1.484,0.881,9.079
79658,-1.609,0.661,10.171
79717,-1.59,0.393,9.596
79775,-2.279,1.159,9.347
79837,-2.174,0.431,9.424
79898,-1.848,0.508,9.711
79958,-1.437,0.364,8.82
80017,-1.628,0.814,8.926
80078,-1.599,1.417,9.845
80137,-1.494,0.871,9.27
80198,-1.523,1.12,9.366
80257,-1.475,1.829,9.74
80313,-1.101,1.465,9.548
80377,-0.488,1.168,9.96
80437,-0.776,1.322,10.324
80497,-1.839,1.034,10.755
80553,-1.906,1.331,10.056
80617,-1.427,1.111,10.046
80677,-1.283,0.948,9.108
80737,-1.618,0.871,9.95
80797,-1.686,0.833,8.705
80853,-1.034,0.709,8.159
80917,-1.532,0.661,8.514
80977,-2.26,0.766,8.878
81037,-1.829,0.776,9.462
81097,-1.245,0.737,9.471
81153,-1.245,0.737,9.95
81157,-0.948,0.469,9.95
81217,-1.733,0.814,9.481
81278,-1.733,0.91,10.467
81338,-1.13,0.871,10.745
81398,-0.967,0.584,10.353
81453,-1.628,0.46,10.803
81522,-1.255,0.441,10.276
81578,-0.919,0.67,11.052
81633,-0.939,0.776,10.458
81697,-2.116,0.412,9.242
81753,-1.724,1.006,10.113
81828,-0.958,0.785,9.73
81897,-1.887,0.795,9.012
81957,-1.513,0.766,10.209
82013,-1.513,0.728,9.404
82017,-0.881,0.728,9.404
82078,-1.791,0.469,7.93
82138,-2.155,0.632,9.155
82197,-2.021,0.862,8.648
82258,-2.078,0.211,9.088
82313,-2.078,0.201,9.653
82318,-1.858,0.201,9.653
82373,-1.858,0.019,9.175
82377,-1.274,0.019,9.175
82437,-1.283,0.019,10.305
82498,-1.599,-0.287,10.343
82557,-1.935,-0.603,9.816
82618,-1.753,-0.115,10.276
82682,-0.891,-0.019,10.41
82738,-0.45,-0.096,10.458
82801,-1.571,-0.115,9.357
82853,-1.762,0.048,9.51
82918,-1.743,0.134,9.787
82978,-1.408,-0.239,9.692
83038,-1.341,-0.421,9.826
83097,-2.107,-0.316,9.203
83158,-1.618,-0.124,10.534
83212,-1.283,-0.182,10.429
83278,-1.484,-0.412,9.96
83333,-1.523,-0.402,9.874
83398,-1.686,0.393,10.218
83458,-1.188,-0.115,10.123
83517,-1.686,-0.268,9.644
83578,-1.915,-0.383,9.73
83638,-1.446,-0.306,9.931
83693,-0.575,-0.144,10.056
83753,-0.709,-0.048,9.653
83817,-1.437,-0.23,9.845
83877,-1.092,-0.306,9.414
83933,-1.197,-0.048,9.357
83993,-1.542,-0.211,9.136
84053,-0.814,-0.46,9.404
84117,-2.078,-0.536,9.491
84177,-1.178,-0.45,9.931
84238,-1.159,-0.163,11.339
84293,-0.948,-0.431,9.701
84357,-1.523,-0.527,10.19
84417,-0.747,-0.287,10.688
84478,0.115,-0.077,11.052
84538,-1.235,-0.402,9.29
84598,-1.647,-0.086,8.475
84657,-1.302,-0.086,9.567
84717,-1.35,-0.124,9.452
84773,-1.389,-0.45,9.299
84837,-1.762,-0.45,8.255
84893,-1.216,-0.297,9.749
84957,-1.504,-0.192,9.701
85013,-1.446,-0.326,9.778
85077,-1.551,0.029,9.807
85138,-0.795,-0.038,10.439
85197,-0.709,0.029,9.749
85258,-1.331,-0.22,9.673
85323,-1.101,0.019,9.203
85378,-1.025,-0.019,10.104
85443,-1.312,-0.594,9.73
85517,-1.877,-0.115,10.927
85577,-1.111,-0.565,10.841
85637,-1.197,-0.728,10.697
85697,-0.546,-0.019,10.027
85758,-0.508,-0.105,10.42
85817,-1.082,-0.412,11.1
85877,-1.235,-0.785,9.874
85937,-1.025,-0.603,9.539
85993,-0.986,-0.038,9.835
86058,-0.862,-0.211,10.4
86118,-1.226,-0.843,9.519
86177,-1.12,-0.038,9.606
86233,-1.111,-0.077,9.692
86297,-0.891,-0.718,9.797
86357,-1.542,0.01,10.937
86417,-1.082,-0.019,10.736
86477,-1.369,0.077,9.567
86538,-1.437,-0.536,9.242
86593,-1.216,0.057,8.993
86657,-1.322,0.249,8.897
86717,-1.044,-0.508,8.983
86773,-1.523,-0.268,9.318
86833,-1.542,-0.306,9.088
86898,-1.073,0.182,9.136
86957,-1.35,0.105,9.424
87013,-1.35,0.105,9.012
87017,-2.318,0.105,9.012
87077,-1.398,0.0,9.136
87138,-1.207,0.115,10.353
87193,-1.101,-0.326,9.529
87258,-1.58,-0.067,9.462
87313,-1.896,0.01,9.883
87377,-1.532,0.096,9.749
87437,-1.044,0.632,9.031
87498,-1.417,-0.45,9.433
87557,-0.986,-0.469,8.466
87617,-1.073,-0.862,10.554
87678,-1.695,-0.977,10.353
87738,-1.216,-0.929,10.669
87799,-0.469,0.402,9.491
87857,-0.326,0.45,10.036
87918,-0.144,-0.354,10.975
87977,-1.379,-0.029,10.017
88038,-1.13,0.546,10.487
88104,-1.302,0.345,11.463
88168,-1.389,-0.335,10.831
88238,-0.115,-0.134,10.487
88297,-0.766,-0.077,10.41
88357,-0.67,-0.287,9.941
88413,-0.393,0.077,10.918
88477,-1.245,0.048,10.4
88538,-1.628,-0.201,9.634
88597,-1.733,-0.019,10.017
88658,-1.973,-0.306,10.544
88717,-1.446,-0.373,9.404
88773,-1.015,-0.249,8.274
88833,-0.613,-0.057,8.839
88893,-0.747,-0.239,8.667
88953,-1.532,-0.373,8.715
89017,-0.249,-0.067,10.391
89073,-0.948,0.278,11.004
89133,-0.948,-0.565,10.841
89137,-1.149,-0.565,10.841
89198,-1.302,-0.239,10.544
89257,-0.728,-0.479,10.19
89318,-1.58,-0.469,10.669
89373,-0.431,-0.373,8.859
89433,-0.661,-0.22,8.629
89502,-1.015,-0.268,8.859
89577,-0.421,-0.412,10.19
89637,-1.408,-0.584,9.874
89693,-1.446,0.105,9.261
89758,-0.699,-0.163,9.644
89823,-0.546,-0.077,9.05
89897,-0.469,0.306,10.611
89957,-1.36,0.029,10.305
90017,-1.772,0.22,8.878
90077,-0.632,-0.163,8.437
90137,-1.197,0.278,9.701
90197,-0.68,-0.077,12.019
90262,-0.881,-0.278,10.046
90318,-1.446,0.029,8.734
90378,-0.431,0.278,9.644
90433,-0.536,0.192,10.534
90497,-1.59,0.172,9.519
90557,-0.795,0.335,7.796
90613,-0.68,0.306,9.912
90682,-1.14,0.057,10.19
90737,-1.283,-0.086,8.772
90797,-0.412,0.249,9.232
90857,-1.207,-0.029,10.429
90913,-1.207,-0.316,10.218
90917,-1.226,-0.316,10.218
90977,-0.958,0.115,8.351
91033,-1.264,0.105,10.649
91097,-0.881,0.373,9.606
91158,-0.785,0.45,8.83
91213,-0.632,0.144,10.199
91278,-1.101,0.23,9.404
91338,-0.804,0.163,10.362
91397,-1.13,0.105,9.491
91453,-1.197,0.661,8.657
91517,-1.006,0.565,12.594
91577,-1.427,-1.925,8.456
91633,-0.326,0.958,7.441
91697,-1.12,0.105,10.046
91759,-1.791,-1.437,9.816
91823,-2.222,0.287,9.72
91873,-1.772,0.546,9.855
91938,-1.341,-0.335,8.772
91997,-1.542,0.182,8.389
92061,-0.881,-0.038,10.544
92118,-1.695,-0.086,10.104
92177,-0.785,0.096,8.495
92233,-1.772,-0.163,9.72
92296,-0.919,-0.211,8.59
92357,-1.015,-0.622,11.205
92417,-1.992,-0.01,9.998
92477,-0.565,0.153,10.276
92537,-1.35,-0.124,11.569
92593,-0.316,0.565,10.247
92657,-1.417,-0.211,10.64
92718,-0.594,0.536,8.188
92784,-1.302,0.967,11.942
92858,-0.488,0.412,8.859
92913,-2.509,0.699,9.864
92977,-1.111,1.188,8.945
93033,-1.111,0.153,11.234
93037,-2.107,0.153,11.234
93093,-1.178,0.268,10.276
93158,-1.542,0.038,10.132
93217,-0.986,0.22,8.102
93278,-1.992,0.22,10.161
93337,-0.364,-0.488,8.954
93393,-2.251,-0.651,9.5
93457,-1.015,0.144,8.495
93517,-2.365,-0.642,10.247
93577,-0.594,-0.153,9.922
93637,-1.839,-0.239,9.471
93697,-0.862,0.441,8.782
93757,-1.178,-0.038,11.042
93817,-1.006,-0.038,10.285
93877,-1.044,0.335,10.745
93937,-1.14,-0.01,9.539
93997,-1.216,0.278,9.05
94057,-0.862,0.785,9.606
94117,-1.417,0.335,9.05
94173,-1.255,0.46,10.075
94237,-0.862,0.469,9.069
94298,-1.523,0.431,9.682
94357,-1.197,0.441,10.554
94418,-1.293,0.757,11.09
94478,-0.986,0.105,8.332
94537,-1.092,0.555,10.534
94597,-1.293,-0.23,9.491
94657,-1.13,0.182,9.155
94713,-1.111,0.536,9.079
94777,-1.58,0.249,9.261
94837,-2.088,1.408,7.805
94897,-0.881,0.527,11.588
94957,-0.814,0.9,10.017
95013,-0.776,-0.603,11.837
95077,-0.335,-0.46,8.686
95137,-0.661,0.01,9.222
95197,-1.666,-0.565,11.157
95258,-0.661,-0.077,9.95
95317,-1.523,0.048,9.5
95373,-1.427,0.546,10.573
95438,-0.699,0.115,9.855
95492,-0.699,0.316,9.845
95497,-0.9,0.316,9.845
95557,-1.293,0.067,11.808
95617,-1.073,0.469,9.615
95677,-0.881,0.306,10.573
95738,-1.638,0.383,10.678
95794,-1.274,0.555,11.511
95853,-0.479,0.172,9.701
95917,-0.9,0.335,9.855
95977,-1.015,1.101,11.176
96033,-1.341,0.335,10.104
96093,-0.297,0.594,10.314
96168,-1.293,0.057,9.634
96234,-1.207,-0.22,8.217
96293,-1.58,-0.01,8.619
96353,-1.369,-0.22,9.519
96417,-1.255,-0.613,8.064
96472,-1.255,-0.46,9.06
96478,-0.843,-0.46,9.06
96533,-1.561,-0.412,7.834
96597,-1.973,-1.006,9.299
96657,-1.638,-0.622,9.634
96718,-1.887,-0.642,10.333
96787,-0.622,-0.527,9.797
96843,-1.59,-0.23,8.724
96918,-0.843,-0.115,9.548
96973,-2.049,-0.153,10.065
97063,-1.618,-0.661,9.203
97137,-1.638,-0.488,9.136
97198,-2.107,-1.561,8.897
97258,-2.337,-1.044,8.112
97318,-1.609,-0.785,8.868
97385,-1.331,-0.431,8.207
97458,-1.484,-0.613,8.581
97515,-2.078,-0.603,8.255
97577,-2.5,-0.469,9.96
97642,-1.906,-0.67,8.849
97697,-2.289,-0.661,9.443
97762,-1.954,-1.149,9.548
97813,-2.461,-0.824,9.73
97878,-1.484,-1.034,9.586
97934,-1.992,-1.35,9.481
97993,-2.528,-1.063,10.008
98057,-1.542,-1.235,10.736
98117,-1.618,-1.14,8.782
98173,-2.5,-1.12,9.883
98237,-2.097,-1.36,8.993
98297,-2.375,-1.36,8.303
98357,-2.375,-0.737,9.194
98418,-1.341,-0.871,8.389
98478,-1.705,-0.287,10.209
98537,-1.81,-0.086,11.55
98597,-1.8,-0.23,9.72
98658,-1.369,-1.015,10.525
98718,-1.906,0.929,8.657
98785,-2.184,0.239,8.954
98838,-2.672,-0.192,10.18
98897,-2.231,0.239,11.1
98957,-2.806,0.613,12.143
99017,-2.241,-0.163,9.874
99078,-2.308,-0.46,10.63
99137,-2.356,-0.412,8.705
99198,-2.691,-0.498,11.08
99257,-2.71,-1.197,9.079
99313,-2.624,-0.785,10.094
99377,-2.5,-0.393,9.299
99438,-2.097,-0.833,9.06
99493,-2.097,-0.833,10.793
99497,-2.097,-1.13,10.793
99553,-2.097,-0.565,8.207
99558,-2.394,-0.565,8.207
99617,-2.5,-0.546,9.309
99677,-2.279,-0.824,11.214
99733,-3.112,-0.172,7.92
99815,-2.624,-0.661,9.117
99873,-2.911,-0.46,10.285
99937,-3.247,-0.948,9.826
99993,-3.247,-0.9,8.657
